City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,Thinadhoo,0.5333,72.9333,83.53,77,38,14.14,MV,2022-05-08 00:42:49
288,Morgan City,29.6994,-91.2068,82.02,83,0,6.15,US,2022-05-08 00:42:50
289,Gigmoto,13.7796,124.39,84.74,75,12,12.08,PH,2022-05-08 00:42:50
290,Surskoye,54.4821,46.7214,39.69,67,4,4.74,RU,2022-05-08 00:42:51
291,Mantua,45.1667,10.7833,60.04,90,100,2.89,IT,2022-05-08 00:42:51
292,Buraydah,26.326,43.975,70.25,24,5,10.65,SA,2022-05-08 00:42:52
293,Hurghada,27.2574,33.8129,72.1,30,7,9.57,EG,2022-05-08 00:42:52
294,Port Macquarie,-31.4333,152.9167,63.9,42,0,2.19,AU,2022-05-08 00:41:52
295,Beaufort,5.3473,115.7455,82.9,78,100,0.87,MY,2022-05-08 00:42:53
296,Orbe,46.725,6.5307,54.43,91,60,8.68,CH,2022-05-08 00:42:53
297,Kupang,-10.1667,123.5833,84.72,67,25,15.86,ID,2022-05-08 00:42:54
298,Luderitz,-26.6481,15.1594,53.56,77,0,16.42,NA,2022-05-08 00:39:39
299,Klaksvik,62.2266,-6.589,43.72,82,100,14.45,FO,2022-05-08 00:42:54
300,Okha,53.5739,142.9478,37.63,78,100,9.28,RU,2022-05-08 00:42:55
301,Alta Floresta,-9.8756,-56.0861,76.82,94,75,6.91,BR,2022-05-08 00:42:55
302,Rocha,-34.4833,-54.3333,57.07,91,8,4.9,UY,2022-05-08 00:42:56
303,Sangmelima,2.9333,11.9833,67.55,99,100,1.86,CM,2022-05-08 00:42:56
304,Takaka,-40.85,172.8,65.55,57,100,9.82,NZ,2022-05-08 00:42:57
305,Palembang,-2.9167,104.7458,77.09,94,75,2.3,ID,2022-05-08 00:42:58
306,Makarov,48.6333,142.8,34.39,98,100,17.69,RU,2022-05-08 00:42:58
307,Ponta Do Sol,32.6667,-17.1,63.23,70,79,7.65,PT,2022-05-08 00:39:23
308,Belaya Gora,68.5333,146.4167,23.79,77,94,8.5,RU,2022-05-08 00:42:59
309,Zhangye,38.9342,100.4517,56.37,42,98,14.67,CN,2022-05-08 00:42:59
310,Novo Aripuana,-5.1206,-60.3797,73.29,99,95,1.25,BR,2022-05-08 00:43:00
311,Port Elizabeth,-33.918,25.5701,59.31,75,40,6.91,ZA,2022-05-08 00:43:00
312,Petropavlovsk-Kamchatskiy,53.0452,158.6483,61.39,42,0,6.71,RU,2022-05-08 00:43:01
313,Tunceli,39.1083,39.5471,48.07,85,79,2.77,TR,2022-05-08 00:43:01
314,Zemio,5.0314,25.1361,69.15,96,100,2.26,CF,2022-05-08 00:43:02
315,Asau,46.4333,26.4,45.52,81,20,2.42,RO,2022-05-08 00:43:02
316,Ust-Kuyga,70.0167,135.6,19.98,79,100,7.58,RU,2022-05-08 00:43:03
317,Rawson,-43.3002,-65.1023,69.69,40,10,10.25,AR,2022-05-08 00:43:03
318,Cruzilia,-21.8386,-44.8083,55.65,97,99,5.41,BR,2022-05-08 00:43:04
319,Nanortalik,60.1432,-45.2371,38.79,76,100,3.89,GL,2022-05-08 00:43:05
320,Kuvandyk,51.4781,57.3552,40.98,49,100,7.34,RU,2022-05-08 00:43:05
321,Chernyshevskiy,63.0128,112.4714,33.66,93,100,14.34,RU,2022-05-08 00:43:06
322,Morozovsk,48.3539,41.8261,39.09,57,85,9.15,RU,2022-05-08 00:43:06
323,Voh,-20.9667,164.7,81.14,49,99,9.86,NC,2022-05-08 00:43:07
324,Aginskoye,51.1,114.53,62.73,34,14,6.42,RU,2022-05-08 00:44:08
325,Sibut,5.718,19.0739,71.04,80,34,1.81,CF,2022-05-08 00:44:08
326,Carutapera,-1.195,-46.02,76.12,93,100,3.51,BR,2022-05-08 00:44:09
327,Imeni Poliny Osipenko,52.4201,136.4853,46.67,57,100,11.99,RU,2022-05-08 00:44:09
328,Kjollefjord,70.9457,27.3465,33.85,95,100,29.3,NO,2022-05-08 00:44:10
329,Bulalacao,12.3254,121.3435,85.39,68,27,18.19,PH,2022-05-08 00:44:10
330,Lompoc,34.6391,-120.4579,67.69,65,0,25.32,US,2022-05-08 00:44:11
331,Zeya,53.75,127.2667,50.68,32,0,4.81,RU,2022-05-08 00:44:11
332,Cherskiy,68.75,161.3,30.09,95,100,13.53,RU,2022-05-08 00:44:12
333,Portobelo,9.55,-79.65,80.96,84,79,7.23,PA,2022-05-08 00:44:12
334,Poplar Bluff,36.757,-90.3929,69.69,49,0,6.91,US,2022-05-08 00:44:13
335,Bandarbeyla,9.4942,50.8122,81.18,86,82,7.74,SO,2022-05-08 00:44:13
336,Imeni Morozova,59.9757,31.0376,46.44,1,100,11.54,RU,2022-05-08 00:44:14
337,Ribeira Brava,32.65,-17.0667,63.23,70,72,7.76,PT,2022-05-08 00:44:14
338,Taoudenni,22.6783,-3.9836,83.48,10,0,15.9,ML,2022-05-08 00:44:15
339,Lagos,6.5833,3.75,79.12,90,100,3.04,NG,2022-05-08 00:43:41
340,Keetmanshoop,-26.5833,18.1333,44.85,74,0,7.63,NA,2022-05-08 00:43:17
341,Visby,57.6409,18.296,41.83,93,75,0.0,SE,2022-05-08 00:44:16
342,Walvis Bay,-22.9575,14.5053,54.09,87,0,5.75,NA,2022-05-08 00:44:16
343,Sao Filipe,14.8961,-24.4956,73.0,80,8,10.02,CV,2022-05-08 00:44:17
344,Muroto,33.2833,134.15,65.08,69,8,11.14,JP,2022-05-08 00:44:17
345,Guerrero Negro,27.9769,-114.0611,63.82,77,0,19.64,MX,2022-05-08 00:44:18
346,Manoel Urbano,-8.8389,-69.2597,74.48,83,26,1.74,BR,2022-05-08 00:44:19
347,Adrar,20.5022,-10.0711,88.11,14,58,9.1,MR,2022-05-08 00:44:19
348,Zambezi,-13.5432,23.1047,65.7,65,41,4.36,ZM,2022-05-08 00:44:20
349,Puerto Del Rosario,28.5004,-13.8627,65.95,82,100,12.66,ES,2022-05-08 00:44:20
350,Pringsewu,-5.3582,104.9744,77.13,91,99,2.44,ID,2022-05-08 00:44:21
351,Otradnoye,59.7775,30.8181,46.45,94,100,7.63,RU,2022-05-08 00:44:21
352,Lahaina,20.8783,-156.6825,84.2,82,100,14.05,US,2022-05-08 00:44:22
353,San Quintin,30.4833,-115.95,63.19,77,26,15.7,MX,2022-05-08 00:42:12
354,Jalu,29.0331,21.5482,69.91,46,100,15.77,LY,2022-05-08 00:44:23
355,Bosaso,11.2842,49.1816,84.67,62,9,2.8,SO,2022-05-08 00:44:23
356,Inhambane,-23.865,35.3833,70.34,84,0,4.74,MZ,2022-05-08 00:44:24
357,Kochi,9.9399,76.2602,75.18,86,100,6.04,IN,2022-05-08 00:44:24
358,Okhotsk,59.3833,143.3,41.32,60,2,15.84,RU,2022-05-08 00:44:24
359,Burnie,-41.0667,145.9167,52.95,71,62,10.49,AU,2022-05-08 00:44:25
360,Griffith,41.5284,-87.4237,60.73,60,0,8.05,US,2022-05-08 00:44:26
361,Phek,25.6667,94.5,59.68,90,10,1.32,IN,2022-05-08 00:44:26
362,Inta,66.0317,60.1659,38.82,98,87,15.39,RU,2022-05-08 00:44:27
363,Diamantino,-14.4086,-56.4461,67.82,54,0,3.6,BR,2022-05-08 00:44:27
364,Atambua,-9.1061,124.8925,82.04,64,12,5.93,ID,2022-05-08 00:44:28
365,Vardo,70.3705,31.1107,35.58,75,100,20.71,NO,2022-05-08 00:44:28
366,Yulara,-25.2406,130.9889,55.24,44,0,14.97,AU,2022-05-08 00:44:29
367,Victoria,22.2855,114.1577,79.18,67,84,7.0,HK,2022-05-08 00:38:08
368,Dakar,14.6937,-17.4441,70.68,94,0,13.8,SN,2022-05-08 00:44:12
369,Hailakandi,24.6833,92.5667,78.87,78,0,4.41,IN,2022-05-08 00:45:30
370,Phan Thiet,10.9333,108.1,83.86,69,94,10.29,VN,2022-05-08 00:45:30
371,Mehamn,71.0357,27.8492,31.82,94,100,29.19,NO,2022-05-08 00:45:31
372,Dresden,51.0509,13.7383,56.26,80,0,4.61,DE,2022-05-08 00:43:19
373,Lebu,-37.6167,-73.65,53.19,92,5,2.93,CL,2022-05-08 00:43:30
374,Price,39.5994,-110.8107,72.66,12,0,25.32,US,2022-05-08 00:41:04
375,Wana,32.2989,69.5725,74.3,23,0,5.75,PK,2022-05-08 00:45:32
376,Dire,12.2833,-10.9667,92.3,28,100,3.74,ML,2022-05-08 00:45:32
377,Freeport,40.6576,-73.5832,48.96,72,100,20.71,US,2022-05-08 00:45:33
378,Paramonga,-10.6667,-77.8333,65.98,87,13,8.57,PE,2022-05-08 00:45:33
379,Codrington,-38.2667,141.9667,57.94,65,47,9.13,AU,2022-05-08 00:45:34
380,Avera,33.194,-82.5271,66.25,63,1,11.65,US,2022-05-08 00:45:34
381,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.52,99,67,1.32,BR,2022-05-08 00:45:35
382,Salinopolis,-0.6136,-47.3561,78.3,87,100,6.69,BR,2022-05-08 00:45:35
383,Pocone,-16.2567,-56.6228,67.05,49,0,2.62,BR,2022-05-08 00:41:50
384,Manali,13.1667,80.2667,86.09,91,100,4.45,IN,2022-05-08 00:45:36
385,Raudeberg,61.9875,5.1352,36.27,70,80,6.29,NO,2022-05-08 00:45:36
386,Butka,56.7179,63.7866,42.94,69,14,6.71,RU,2022-05-08 00:45:37
387,Salinas,36.6777,-121.6555,68.61,62,0,19.57,US,2022-05-08 00:42:05
388,General Roca,-39.0333,-67.5833,63.46,27,8,7.25,AR,2022-05-08 00:45:38
389,Zatoka,46.0725,30.4654,52.14,63,15,5.64,UA,2022-05-08 00:45:38
390,Sur,22.5667,59.5289,84.22,57,0,5.35,OM,2022-05-08 00:45:39
391,Dingle,10.9995,122.6711,86.09,67,96,14.05,PH,2022-05-08 00:44:58
392,Rudnya,54.947,31.0934,44.76,96,100,7.11,RU,2022-05-08 00:45:39
393,Nabire,-3.3667,135.4833,86.16,69,65,1.54,ID,2022-05-08 00:45:40
394,Half Moon Bay,37.4636,-122.4286,64.22,67,0,35.68,US,2022-05-08 00:45:40
395,Skjervoy,70.0311,20.9714,33.8,81,100,29.64,NO,2022-05-08 00:45:41
396,Gazojak,41.1875,61.4036,79.18,30,24,9.26,TM,2022-05-08 00:45:42
397,Mpophomeni,-29.5682,30.1862,50.5,95,9,2.17,ZA,2022-05-08 00:45:42
398,Watsa,3.0372,29.5355,62.65,94,100,2.71,CD,2022-05-08 00:45:43
399,Ust-Tsilma,65.441,52.1498,38.97,93,90,7.23,RU,2022-05-08 00:45:44
400,Praxedis Guerrero,31.3667,-106.0167,89.04,5,0,18.01,MX,2022-05-08 00:45:44
401,Camacha,33.0833,-16.3333,58.42,77,40,8.05,PT,2022-05-08 00:45:45
402,Madimba,-10.4,40.3333,73.72,91,75,8.61,TZ,2022-05-08 00:43:06
403,Moron De La Frontera,37.1208,-5.454,65.39,74,0,6.91,ES,2022-05-08 00:45:45
404,Mersing,2.4312,103.8405,76.91,100,40,3.44,MY,2022-05-08 00:45:46
405,Constitucion,-35.3333,-72.4167,53.82,80,1,8.86,CL,2022-05-08 00:45:46
406,Lao Cai,22.4833,103.95,79.95,80,53,1.77,VN,2022-05-08 00:45:47
407,Mezen,65.8522,44.24,41.31,92,6,11.99,RU,2022-05-08 00:45:47
408,Tiarei,-17.5333,-149.3333,84.22,75,32,1.77,PF,2022-05-08 00:45:48
409,Port Pirie,-33.1833,138.0167,60.89,49,0,3.24,AU,2022-05-08 00:45:48
410,Eirunepe,-6.6603,-69.8736,72.21,98,47,2.06,BR,2022-05-08 00:45:28
411,Longonjo,-12.9067,15.2533,60.19,81,90,1.19,AO,2022-05-08 00:45:49
412,Longhua,23.6137,114.1919,73.06,93,100,1.48,CN,2022-05-08 00:45:50
413,Hofn,64.2539,-15.2082,43.16,71,100,8.55,IS,2022-05-08 00:45:50
414,Korla,41.7597,86.1469,71.47,40,100,8.46,CN,2022-05-08 00:45:51
415,Hokitika,-42.7167,170.9667,57.22,95,100,11.7,NZ,2022-05-08 00:46:51
416,Bilibino,68.0546,166.4372,30.85,94,100,1.7,RU,2022-05-08 00:39:42
417,Vestmanna,62.1564,-7.1664,41.92,87,40,11.5,FO,2022-05-08 00:46:52
418,North Bend,43.4065,-124.2243,54.25,83,100,18.41,US,2022-05-08 00:42:38
419,Komatipoort,-25.4332,31.9548,64.18,93,6,2.89,ZA,2022-05-08 00:46:53
420,Chandbali,20.7833,86.7667,82.35,73,0,5.5,IN,2022-05-08 00:46:53
421,Acandi,8.5063,-77.2778,78.49,89,21,2.98,CO,2022-05-08 00:46:54
422,Labuhan,-6.8844,112.2051,82.24,81,100,5.3,ID,2022-05-08 00:46:54
423,Victoria Point,-27.5833,153.3,71.94,95,100,1.99,AU,2022-05-08 00:46:55
424,Awjilah,29.1081,21.2869,67.66,52,97,14.52,LY,2022-05-08 00:46:55
425,Chokurdakh,70.6333,147.9167,16.3,87,99,10.22,RU,2022-05-08 00:46:56
426,Phangnga,8.4509,98.5298,80.64,91,100,3.38,TH,2022-05-08 00:46:56
427,Vila Velha,-20.3297,-40.2925,75.15,83,40,9.22,BR,2022-05-08 00:46:57
428,Chibombo,-14.6569,28.0706,61.18,81,77,3.4,ZM,2022-05-08 00:46:57
429,Dunedin,-45.8742,170.5036,58.8,82,100,3.65,NZ,2022-05-08 00:46:58
430,Husavik,66.0449,-17.3389,39.36,72,100,6.51,IS,2022-05-08 00:46:58
431,Wilkie,52.4168,-108.7014,58.89,31,100,10.0,CA,2022-05-08 00:42:26
432,San Cristobal,7.7669,-72.225,75.38,98,100,3.0,VE,2022-05-08 00:40:46
433,Yenagoa,4.9247,6.2642,76.95,95,100,3.24,NG,2022-05-08 00:46:59
434,Stara Synyava,49.6032,27.6191,52.29,69,99,6.35,UA,2022-05-08 00:47:00
435,Maketu,-37.7667,176.45,70.41,73,57,7.34,NZ,2022-05-08 00:47:00
436,Troyes,48.3333,4.0833,52.57,87,0,8.05,FR,2022-05-08 00:43:37
437,Henties Bay,-22.116,14.2845,56.34,89,0,10.63,NA,2022-05-08 00:47:01
438,Sola,-13.8833,167.55,86.67,70,75,6.91,VU,2022-05-08 00:47:02
439,Karasjok,69.4719,25.5112,31.84,80,100,24.27,NO,2022-05-08 00:47:02
440,Chuy,-33.6971,-53.4616,57.11,83,2,4.52,UY,2022-05-08 00:47:03
441,Naryan-Mar,67.6713,53.087,35.85,100,100,12.75,RU,2022-05-08 00:47:03
442,Ishigaki,24.3448,124.1572,78.93,89,75,5.75,JP,2022-05-08 00:47:04
443,Guaraniacu,-25.1008,-52.8781,54.82,93,68,1.68,BR,2022-05-08 00:47:05
444,Wanaka,-44.7,169.15,59.11,90,100,1.01,NZ,2022-05-08 00:45:13
445,Nehe,48.4833,124.8333,56.25,40,0,7.61,CN,2022-05-08 00:47:07
446,Merrill,45.1805,-89.6835,65.97,22,0,11.5,US,2022-05-08 00:47:07
447,Ballina,-28.8667,153.5667,64.58,100,100,4.61,AU,2022-05-08 00:47:08
448,Iskateley,67.6803,53.1512,35.74,100,100,12.77,RU,2022-05-08 00:47:08
449,Cabedelo,-6.9811,-34.8339,75.87,82,100,8.37,BR,2022-05-08 00:47:09
450,Sahy,48.0741,18.9495,57.4,90,92,4.5,SK,2022-05-08 00:47:09
451,Sorland,67.667,12.6934,37.26,59,100,21.03,NO,2022-05-08 00:47:10
452,Erenhot,43.6475,111.9767,52.86,19,0,10.65,CN,2022-05-08 00:47:11
453,Comodoro Rivadavia,-45.8667,-67.5,69.66,46,0,11.5,AR,2022-05-08 00:47:11
454,Pacific Grove,36.6177,-121.9166,67.95,73,0,21.99,US,2022-05-08 00:46:24
455,Los Llanos De Aridane,28.6585,-17.9182,62.35,92,0,11.5,ES,2022-05-08 00:43:45
456,Chesma,53.8111,60.6533,40.87,37,83,4.9,RU,2022-05-08 00:47:12
457,Hoa Binh,20.8133,105.3383,78.44,87,97,1.36,VN,2022-05-08 00:47:13
458,Rincon,32.296,-81.2354,75.16,46,20,13.8,US,2022-05-08 00:47:13
459,Den Helder,52.9599,4.7593,48.18,79,6,13.0,NL,2022-05-08 00:47:14
460,Tutoia,-2.7619,-42.2744,77.9,89,100,6.78,BR,2022-05-08 00:47:14
461,Grants,35.1473,-107.8514,79.03,10,0,14.97,US,2022-05-08 00:47:15
462,Tefe,-3.3542,-64.7114,73.74,99,99,2.44,BR,2022-05-08 00:48:16
463,Beloha,-25.1667,45.05,66.81,90,0,2.98,MG,2022-05-08 00:48:16
464,Darhan,49.4867,105.9228,55.51,41,97,12.21,MN,2022-05-08 00:48:17
465,Narsaq,60.9167,-46.05,48.42,63,100,8.21,GL,2022-05-08 00:48:17
466,Antigonish,45.6169,-61.9986,35.82,78,97,1.01,CA,2022-05-08 00:48:18
467,Gagino,55.2314,45.0339,40.32,71,12,8.32,RU,2022-05-08 00:47:53
468,Sisimiut,66.9395,-53.6735,27.52,72,7,7.81,GL,2022-05-08 00:48:18
469,Bonavista,48.6499,-53.1147,34.84,73,9,18.95,CA,2022-05-08 00:48:19
470,Urumqi,43.801,87.6005,63.55,63,40,4.47,CN,2022-05-08 00:48:19
471,Richards Bay,-28.783,32.0377,66.2,93,0,3.18,ZA,2022-05-08 00:48:20
472,Huai Mek,16.5898,103.2355,82.62,99,100,9.28,TH,2022-05-08 00:48:20
473,Purificacion,3.8587,-74.9313,76.23,82,100,2.15,CO,2022-05-08 00:48:21
474,Bykovo,55.6361,38.0803,54.01,43,0,8.95,RU,2022-05-08 00:48:22
475,Ust-Maya,60.4167,134.5333,42.35,85,100,4.34,RU,2022-05-08 00:48:22
476,Gaoua,10.2992,-3.2508,82.02,62,100,5.46,BF,2022-05-08 00:48:22
477,Saldanha,-33.0117,17.9442,51.85,84,1,15.41,ZA,2022-05-08 00:48:23
478,Bubaque,11.2833,-15.8333,77.13,72,0,11.88,GW,2022-05-08 00:48:23
479,Ulaangom,49.9811,92.0667,57.52,44,30,20.36,MN,2022-05-08 00:48:24
480,Komsomolskiy,40.4272,71.7189,66.92,55,0,6.91,UZ,2022-05-08 00:45:38
481,Cidreira,-30.1811,-50.2056,63.3,74,0,9.73,BR,2022-05-08 00:47:38
482,Diego De Almagro,-26.3667,-70.05,53.24,74,51,1.9,CL,2022-05-08 00:48:25
483,Novy Bor,50.7576,14.5556,54.86,76,36,1.57,CZ,2022-05-08 00:48:25
484,Oktyabrskoye,43.0645,44.7417,41.14,100,100,2.24,RU,2022-05-08 00:48:26
485,Sabzevar,36.2126,57.6819,69.08,46,75,11.5,IR,2022-05-08 00:48:26
486,Necochea,-38.5473,-58.7368,60.6,77,89,12.59,AR,2022-05-08 00:48:27
487,Camocim,-2.9022,-40.8411,77.67,89,99,8.68,BR,2022-05-08 00:48:27
488,Savannah Bight,16.45,-85.85,82.6,84,24,20.38,HN,2022-05-08 00:48:28
489,Murashi,59.3999,48.9615,41.65,79,34,7.49,RU,2022-05-08 00:48:29
490,Natal,-5.795,-35.2094,77.22,100,75,3.44,BR,2022-05-08 00:47:33
491,Reserva,-24.6503,-50.8506,49.78,87,15,2.77,BR,2022-05-08 00:48:29
492,Batouri,4.4333,14.3667,70.75,86,100,2.82,CM,2022-05-08 00:48:30
493,Nhulunbuy,-12.2333,136.7667,83.01,83,75,14.97,AU,2022-05-08 00:45:41
494,Puerto Escondido,15.85,-97.0667,83.12,59,100,3.67,MX,2022-05-08 00:48:31
495,Macon,39.8667,-88.9668,64.45,55,0,10.36,US,2022-05-08 00:48:31
496,Talnakh,69.4865,88.3972,13.39,88,4,12.59,RU,2022-05-08 00:43:54
497,Bagotville,-28.9833,153.4167,64.42,99,100,7.74,AU,2022-05-08 00:48:32
498,Methoni,36.8197,21.7049,63.21,75,93,3.15,GR,2022-05-08 00:48:32
499,Kungurtug,50.5994,97.5228,56.57,35,80,4.52,RU,2022-05-08 00:48:33
500,Srednekolymsk,67.45,153.6833,27.93,81,45,7.56,RU,2022-05-08 00:48:33
501,Carora,10.1755,-70.0827,79.23,69,98,1.3,VE,2022-05-08 00:48:34
502,Jasper,37.2001,-94.3502,75.25,53,0,10.36,US,2022-05-08 00:48:34
503,Melfi,40.9965,15.6514,52.48,99,100,3.44,IT,2022-05-08 00:48:35
504,Junction City,39.0286,-96.8314,73.26,59,20,19.57,US,2022-05-08 00:48:35
505,Collie,-33.3667,116.15,63.18,36,33,2.33,AU,2022-05-08 00:48:36
506,Two Rivers,44.1539,-87.5693,53.73,35,0,5.75,US,2022-05-08 00:48:36
507,Ashnak,40.3289,43.9185,46.18,77,100,4.41,AM,2022-05-08 00:49:37
508,Esmeraldas,-19.7625,-44.3139,70.11,84,68,4.23,BR,2022-05-08 00:49:37
509,Sobolevo,54.4299,31.8996,47.82,90,96,7.54,RU,2022-05-08 00:49:38
510,Gambela,8.25,34.5833,74.44,80,81,4.0,ET,2022-05-08 00:49:38
511,Kuito,-12.3833,16.9333,57.51,81,88,2.44,AO,2022-05-08 00:49:39
512,Atasu,48.6814,71.6433,41.9,38,100,18.86,KZ,2022-05-08 00:49:39
513,Yining,29.0361,114.5636,69.4,90,100,0.47,CN,2022-05-08 00:49:40
514,Praia Da Vitoria,38.7333,-27.0667,61.05,88,40,1.34,PT,2022-05-08 00:46:28
515,Anloga,5.7947,0.8973,81.84,80,35,7.34,GH,2022-05-08 00:49:41
516,Mujiayingzi,42.1167,118.7833,51.85,33,100,1.79,CN,2022-05-08 00:49:41
517,Bajil,15.0584,43.2851,81.63,75,100,4.92,YE,2022-05-08 00:49:42
518,Marsh Harbour,26.5412,-77.0636,78.93,73,20,13.15,BS,2022-05-08 00:49:42
519,Dobryanka,58.4619,56.4165,41.22,82,10,5.97,RU,2022-05-08 00:49:43
520,Ngunguru,-35.6167,174.5,63.82,62,2,4.29,NZ,2022-05-08 00:49:43
521,Sao Joao Da Barra,-21.6403,-41.0511,69.85,89,1,10.92,BR,2022-05-08 00:48:07
522,Puerto Madryn,-42.7692,-65.0385,71.98,41,100,10.94,AR,2022-05-08 00:45:49
523,Outlook,51.5001,-107.0513,59.23,51,100,11.07,CA,2022-05-08 00:49:44
524,Karpogory,64.0019,44.4451,44.74,87,46,10.38,RU,2022-05-08 00:49:44
525,Mareeba,-17.0,145.4333,78.44,81,100,6.49,AU,2022-05-08 00:49:45
526,Road Town,18.4167,-64.6167,78.89,83,40,11.5,VG,2022-05-08 00:46:48
527,Toora-Khem,52.4675,96.11,39.99,69,100,9.04,RU,2022-05-08 00:49:46
528,Khovu-Aksy,51.1333,93.6,35.29,96,100,7.27,RU,2022-05-08 00:49:46
529,Pag,44.445,15.0575,61.38,83,86,14.27,HR,2022-05-08 00:49:47
530,Dawlatabad,36.4141,64.9053,77.04,32,0,4.03,AF,2022-05-08 00:49:47
531,Ostrovnoy,68.0531,39.5131,34.83,85,97,14.5,RU,2022-05-08 00:40:44
532,Wonthaggi,-38.6044,145.5913,56.82,78,40,13.51,AU,2022-05-08 00:49:48
533,Khani,41.9563,42.9566,42.37,100,100,3.02,GE,2022-05-08 00:45:07
534,Chunskiy,56.0815,99.6342,41.59,42,99,14.36,RU,2022-05-08 00:49:49
535,Palana,59.1167,159.9667,29.91,89,100,33.6,RU,2022-05-08 00:49:49
536,Mumford,5.2618,-0.759,80.64,80,22,2.77,GH,2022-05-08 00:49:50
537,Anuradhapura,8.3565,80.4173,77.49,94,100,7.47,LK,2022-05-08 00:49:50
538,Altamira,-3.2033,-52.2064,73.44,98,100,3.04,BR,2022-05-08 00:49:51
539,Manokwari,-0.8667,134.0833,84.92,69,15,9.82,ID,2022-05-08 00:46:33
540,Grindavik,63.8424,-22.4338,45.07,100,100,17.27,IS,2022-05-08 00:48:09
541,Santa Isabel,-23.3156,-46.2214,62.31,93,97,2.77,BR,2022-05-08 00:49:51
542,Fuyu,45.1833,124.8167,59.29,28,100,10.49,CN,2022-05-08 00:49:52
543,Caravelas,-17.7125,-39.2481,74.01,88,94,11.01,BR,2022-05-08 00:49:52
544,Olinda,-8.0089,-34.8553,78.53,83,20,4.61,BR,2022-05-08 00:47:52
545,Sangar,63.9242,127.4739,31.73,87,100,16.8,RU,2022-05-08 00:49:53
546,Pangai,-19.8,-174.35,77.11,83,100,2.3,TO,2022-05-08 00:49:54
547,Cockburn Town,21.4612,-71.1419,80.56,69,40,10.36,TC,2022-05-08 00:49:54
548,Neuquen,-38.9516,-68.0591,51.69,76,0,0.0,AR,2022-05-08 00:49:44
549,Belle Glade,26.6845,-80.6676,76.01,65,0,14.72,US,2022-05-08 00:49:55
550,Nemuro,43.3236,145.575,47.05,75,3,17.0,JP,2022-05-08 00:49:55
551,Leningradskiy,69.3833,178.4167,28.65,84,99,5.14,RU,2022-05-08 00:49:56
552,Kizukuri,40.8061,140.3861,55.81,59,0,19.17,JP,2022-05-08 00:49:56
553,Grand Gaube,-20.0064,57.6608,76.37,72,6,4.0,MU,2022-05-08 00:49:57
554,Plymouth,41.8334,-70.8328,46.94,74,20,14.97,US,2022-05-08 00:49:58
555,Japura,-0.3167,102.35,78.26,92,100,3.44,ID,2022-05-08 00:50:58
556,Whitianga,-36.8333,175.7,64.92,62,11,4.47,NZ,2022-05-08 00:50:58
557,Sept-Iles,50.2001,-66.3821,37.06,80,0,4.61,CA,2022-05-08 00:50:59
558,San Borja,-14.8167,-66.85,67.51,72,35,2.95,BO,2022-05-08 00:50:59
559,Moron,-34.6534,-58.6198,67.96,78,0,6.02,AR,2022-05-08 00:51:00
560,Kollo,13.3043,2.339,93.63,36,100,8.52,NE,2022-05-08 00:51:00
561,Uray,60.1247,64.7758,41.0,88,23,6.08,RU,2022-05-08 00:51:01
562,Ogbomosho,8.133,4.25,74.3,91,100,3.89,NG,2022-05-08 00:51:02
563,Isla Vista,34.4133,-119.861,72.61,57,0,7.0,US,2022-05-08 00:51:02
564,Broken Hill,-31.95,141.4333,55.11,71,0,8.05,AU,2022-05-08 00:51:03
565,Aranos,-24.1333,19.1167,49.17,61,0,9.73,NA,2022-05-08 00:51:03
566,Margate,51.3813,1.3862,50.31,88,2,7.0,GB,2022-05-08 00:47:31
567,Warrington,53.3925,-2.5802,52.97,81,40,4.61,GB,2022-05-08 00:48:05
568,San Fernando,15.0286,120.6898,87.53,47,16,12.86,PH,2022-05-08 00:51:04
569,Touros,-5.1989,-35.4608,77.16,87,100,9.1,BR,2022-05-08 00:51:05
570,Tsumeb,-19.2333,17.7167,62.78,33,0,8.5,NA,2022-05-08 00:51:05
571,Preobrazheniye,42.9019,133.9064,50.88,50,5,12.66,RU,2022-05-08 00:51:06
572,Kaeo,-35.1,173.7833,67.32,77,4,4.79,NZ,2022-05-08 00:50:11
